task_description,task_category,task_required_skill,employer_id,employer_skill,match,required_skills_list,employer_skills_list
"this tsk involves designing devops pp skills needed docker,ws",devops,"docker,ws",4ba52c97-280a-5e2d-86b8-6335fcf9d4f9,"aws,dockr,nodejs",1,"['docker', 'ws']","['aws', 'dockr', 'nodejs']"
"this task involves developing a cybersecurity app skills needed penetration testing,networking",cybersecurity,"penetration testing,networking",7307ec43-7b33-777a-c9aa-6fb031e095dc,"c,blender,kotlin",0,"['penetration testing', 'networking']","['c', 'blender', 'kotlin']"
"this task involves developing a mobile development app skills needed jv,swift",mobile development,"jv,swift",3b9c20e3-3a2e-bd9f-7740-7225ac404aa3,"swift,java,kubernetes",1,"['jv', 'swift']","['swift', 'java', 'kubernetes']"
"this task involves improving a web development app skills needed css,html,nodejs",web development,"css,html,nodejs",e3e94d07-cc1e-b435-3bb9-d3fdbc6d548a,"html,css,kotlin,kubernetes",1,"['css', 'html', 'nodejs']","['html', 'css', 'kotlin', 'kubernetes']"
"this tsk involves testing devops pp skills needed kubernetes,cicd",devops,"kubernetes,cicd",45ff0f07-68ff-8fea-f6da-0dff7d513b15,"siem,c,html,pntration tsting,flutter",0,"['kubernetes', 'cicd']","['siem', 'c', 'html', 'pntration tsting', 'flutter']"
"this tsk involves developing gme development pp skills needed c,blender,unity",gme development,"c,blender,unity",3783d868-3af6-5757-77d5-7c9df8b5a35f,"c,blender,unity,python,kubernetes",1,"['c', 'blender', 'unity']","['c', 'blender', 'unity', 'python', 'kubernetes']"
"this task involves improving a mobile development app skills needed swift,kotlin,flutter,java",mobile development,"swift,kotlin,fluttr,java",dc43a1e1-aad6-1fd3-65d7-3613afabc743,"encryption,javascript,siem,pntration tsting",0,"['swift', 'kotlin', 'fluttr', 'java']","['encryption', 'javascript', 'siem', 'pntration tsting']"
"this task involves testing a cybersecurity app skills needed penetration testing,networking",cybersecurity,"penetration testing,ntworking",fbc268ec-86e7-762c-8de9-a758f55525ef,"ntworking,penetration testing,dockr,jv,nodejs",1,"['penetration testing', 'ntworking']","['ntworking', 'penetration testing', 'dockr', 'jv', 'nodejs']"
"this task involves developing a game development app skills needed c,c",game development,"c,c",1f80dc50-6d92-c952-4028-086153065d50,"c,c,html,ntworking",1,"['c', 'c']","['c', 'c', 'html', 'ntworking']"
"this tsk involves improving cybersecurity pp skills needed networking,firewlls",cybersecurity,"networking,firwlls",0a0d7baf-bd63-5f74-ddd6-0bbb57400608,"firewalls,networking,pandas,kotlin",1,"['networking', 'firwlls']","['firewalls', 'networking', 'pandas', 'kotlin']"
"this task involves designing a data science app skills needed numpy,pandas",data science,"numpy,pandas",a8eb209b-ef8e-5a55-c4d1-76ac5bf080ed,"pandas,numpy,unral engin,blender",1,"['numpy', 'pandas']","['pandas', 'numpy', 'unral engin', 'blender']"
"this task involves developing a cybersecurity app skills needed siem,firewalls,networking",cybersecurity,"siem,firewalls,networking",c531b7a4-9a17-96df-9552-63337b2e172f,"networking,firwalls,css,encryption",1,"['siem', 'firewalls', 'networking']","['networking', 'firwalls', 'css', 'encryption']"
"this tsk involves improving devops pp skills needed docker,cicd,kubernetes",devops,"dockr,cicd,kubernetes",9cd3a23d-181b-8b2a-07a0-c8cc5fb535dd,"kubrnts,docker,firewalls,fluttr",1,"['dockr', 'cicd', 'kubernetes']","['kubrnts', 'docker', 'firewalls', 'fluttr']"
"this task involves developing a web development app skills needed nodejs,html",web development,"nodjs,html",e781653f-78a9-646f-1786-fc401b8eced6,"flutter,numpy,kotlin,docker",0,"['nodjs', 'html']","['flutter', 'numpy', 'kotlin', 'docker']"
"this task involves developing a mobile development app skills needed react native,kotlin",mobile development,"ract nativ,kotlin",10d3bf5b-7fe2-b250-cff4-5e32ac998a42,"rect ntive,kotlin,numpy,javascript",1,"['ract nativ', 'kotlin']","['rect ntive', 'kotlin', 'numpy', 'javascript']"
"this tsk involves designing dt science pp skills needed sql,python,scikitlern,pnds",dt science,"sql,python,scikitlarn,pnds",6190f110-b943-3872-0e21-601d379ee3c4,"pnds,python,kubernetes,nodejs,networking",1,"['sql', 'python', 'scikitlarn', 'pnds']","['pnds', 'python', 'kubernetes', 'nodejs', 'networking']"
"this task involves developing a mobile development app skills needed jv,swift",mobile development,"jv,swift",1f0bdc54-29b3-c9e6-8b6e-82fc593e16af,"nodejs,react,siem,c,encryption",0,"['jv', 'swift']","['nodejs', 'react', 'siem', 'c', 'encryption']"
"this tsk involves designing cybersecurity pp skills needed penetrtion testing,encryption,networking",cybersecurity,"penetrtion testing,encryption,networking",28588836-273f-1c18-b9bd-4049eaa61287,"scikitlearn,blender,aws,sql,css",0,"['penetrtion testing', 'encryption', 'networking']","['scikitlearn', 'blender', 'aws', 'sql', 'css']"
"this task involves developing a data science app skills needed numpy,pnds",dt science,"numpy,pnds",078dbbd4-495b-5e10-11c0-e5dc6d879cb9,"numpy,pandas,terraform,c",1,"['numpy', 'pnds']","['numpy', 'pandas', 'terraform', 'c']"
"this tsk involves improving devops pp skills needed cicd,terrform,ws,kubernetes",devops,"cicd,terraform,aws,kubrnts",aed6aa57-c513-89fb-e46f-d273082c144a,"kubernetes,aws,networking,trraform,flutter",1,"['cicd', 'terraform', 'aws', 'kubrnts']","['kubernetes', 'aws', 'networking', 'trraform', 'flutter']"
"this task involves designing a web development app skills needed react,nodejs,html",web development,"react,nodejs,html",1e7499aa-3e26-7835-0e06-aca86f0d9802,"react,html,python",1,"['react', 'nodejs', 'html']","['react', 'html', 'python']"
"this task involves testing a mobile development app skills needed java,swift,kotlin",mobile development,"java,swift,kotlin",0614cf4f-cef8-15ae-50d7-ec4b4b775164,"swift,kotlin,cicd,kubrnts",1,"['java', 'swift', 'kotlin']","['swift', 'kotlin', 'cicd', 'kubrnts']"
"this task involves designing a cybersecurity app skills needed penetrtion testing,encryption",cybersecurity,"penetrtion testing,encryption",17946a00-8508-2d64-d745-8b13c22092da,"cicd,firewlls,siem,flutter",0,"['penetrtion testing', 'encryption']","['cicd', 'firewlls', 'siem', 'flutter']"
"this task involves improving a web development app skills needed nodejs,css",web development,"nodejs,css",e26e4f63-d102-8fd9-6f9c-7bc1f30f59cc,"nodjs,css,java",1,"['nodejs', 'css']","['nodjs', 'css', 'java']"
"this task involves improving a mobile development app skills needed swift,java",mobile development,"swift,java",4893ab18-dbb1-5c49-bb75-43d19195bae6,"rect ntive,firwalls,pandas,siem",0,"['swift', 'java']","['rect ntive', 'firwalls', 'pandas', 'siem']"
"this task involves developing a web development app skills needed html,css",web development,"html,css",476baac3-4f68-dcbb-844e-9ef90c638ac4,"html,css,jv,firewlls,siem",1,"['html', 'css']","['html', 'css', 'jv', 'firewlls', 'siem']"
"this tsk involves designing mobile development pp skills needed flutter,kotlin",mobile development,"flutter,kotlin",276539a1-8a37-ec75-34cd-e3d80baa3b35,"sql,swift,c",0,"['flutter', 'kotlin']","['sql', 'swift', 'c']"
"this tsk involves testing gme development pp skills needed c,c,blender",gme development,"c,c,blender",ba51582b-2cae-127d-07b5-96844c22b08d,"python,swift,javascript,scikitlrn",0,"['c', 'c', 'blender']","['python', 'swift', 'javascript', 'scikitlrn']"
"this task involves improving a data science app skills needed pnds,python",data science,"pnds,python",66ce32d0-f865-8141-c97d-fb460c7fe705,"pandas,python,scikitlearn,ntworking,c",1,"['pnds', 'python']","['pandas', 'python', 'scikitlearn', 'ntworking', 'c']"
"this tsk involves developing gme development pp skills needed c,blender,c",gme development,"c,blender,c",7b09390b-a3fe-6155-e003-b59a24830206,"kotlin,rct ntiv,dockr,html",0,"['c', 'blender', 'c']","['kotlin', 'rct ntiv', 'dockr', 'html']"
"this task involves improving a game development app skills needed c,unreal engine",gme development,"c,unreal engine",09b4be58-bf0e-0202-a0ce-9c7ffb274f61,"firewalls,aws,blndr,kotlin,unity",0,"['c', 'unreal engine']","['firewalls', 'aws', 'blndr', 'kotlin', 'unity']"
"this task involves testing a mobile development app skills needed kotlin,react native,swift",mobile development,"kotlin,react native,swift",d8d808d6-8262-d88d-3daf-8bd9316f2ba0,"swift,rect ntive,html,css,pnds",1,"['kotlin', 'react native', 'swift']","['swift', 'rect ntive', 'html', 'css', 'pnds']"
"this task involves designing a game development app skills needed blender,unreal engine",gme development,"blender,unreal engine",afa122ba-c01a-86b7-9bbf-5d25f0e1077b,"pnds,firewalls,html,unity,kotlin",0,"['blender', 'unreal engine']","['pnds', 'firewalls', 'html', 'unity', 'kotlin']"
"this tsk involves designing mobile development pp skills needed rect ntive,swift,kotlin,flutter",mobile development,"rect ntive,swift,kotlin,fluttr",db27f7fc-1209-27cc-5f43-a74629c9d9d7,"react native,swift,firewlls",1,"['rect ntive', 'swift', 'kotlin', 'fluttr']","['react native', 'swift', 'firewlls']"
"this task involves designing a devops app skills needed docker,ws,terraform,cicd",devops,"docker,ws,terraform,cicd",5309af43-01e0-6f28-6455-14c60dc575f7,"pandas,html,kubernetes,c",0,"['docker', 'ws', 'terraform', 'cicd']","['pandas', 'html', 'kubernetes', 'c']"
"this tsk involves testing web development pp skills needed jvscript,nodejs,react",web development,"javascript,nodejs,react",4af6e593-565d-ec5e-d019-9068bac9e1a2,"unity,blender,numpy,unreal engine,flutter",0,"['javascript', 'nodejs', 'react']","['unity', 'blender', 'numpy', 'unreal engine', 'flutter']"
"this task involves testing a mobile development app skills needed java,react native,swift",mobile development,"java,ract nativ,swift",082d8b66-298c-0d03-6c40-df515ca5d898,"sql,flutter,penetration testing,ntworking",0,"['java', 'ract nativ', 'swift']","['sql', 'flutter', 'penetration testing', 'ntworking']"
"this task involves developing a devops app skills needed kubernetes,docker",devops,"kubernetes,dockr",f26a06c6-2216-5adb-3f03-88b6cc8ce81b,"docker,kubernetes,nodejs",1,"['kubernetes', 'dockr']","['docker', 'kubernetes', 'nodejs']"
"this tsk involves improving cybersecurity pp skills needed siem,networking",cybersecurity,"siem,networking",88868fcd-67b4-870b-85d4-d4aa65c1fb11,"networking,siem,javascript,firwlls,css",1,"['siem', 'networking']","['networking', 'siem', 'javascript', 'firwlls', 'css']"
"this task involves testing a mobile development app skills needed swift,flutter,react native",mobile development,"swift,flutter,ract nativ",2deee14b-b204-decf-95a9-24f98b7614da,"react native,swift,html,unreal engine",1,"['swift', 'flutter', 'ract nativ']","['react native', 'swift', 'html', 'unreal engine']"
"this task involves designing a mobile development app skills needed flutter,jv",mobile development,"flutter,jv",c8bf27c7-40ca-9f85-8560-6102ced059b2,"penetration testing,cicd,react native,kubernetes",0,"['flutter', 'jv']","['penetration testing', 'cicd', 'react native', 'kubernetes']"
"this task involves testing a mobile development app skills needed kotlin,java",mobile development,"kotlin,java",a85d12a2-6a09-fac5-bc3b-ba6524bf8083,"encryption,unity,react native,html",0,"['kotlin', 'java']","['encryption', 'unity', 'react native', 'html']"
"this task involves designing a mobile development app skills needed swift,kotlin,react native,flutter",mobile development,"swift,kotlin,react native,flutter",d29be245-9d96-f3ac-6489-1e559f2edcb6,"cicd,pntration tsting,python,javascript",0,"['swift', 'kotlin', 'react native', 'flutter']","['cicd', 'pntration tsting', 'python', 'javascript']"
"this tsk involves testing devops pp skills needed kubernetes,ws,terrform",devops,"kubernetes,aws,trraform",b99dbdc8-b1a5-0daa-0da1-15dbec2f5297,"numpy,c,java",0,"['kubernetes', 'aws', 'trraform']","['numpy', 'c', 'java']"
"this tsk involves designing cybersecurity pp skills needed siem,firewlls,penetrtion testing",cybersecurity,"siem,firewalls,penetration testing",119ebb6c-2f52-ec77-3c5a-bbfb233c26a7,"firewalls,siem,penetration testing,swift,pnds",1,"['siem', 'firewalls', 'penetration testing']","['firewalls', 'siem', 'penetration testing', 'swift', 'pnds']"
"this tsk involves designing gme development pp skills needed unity,unrel engine",game development,"unity,unreal engine",b4951a56-872e-0215-3242-0b67353e1ec8,"unreal engine,unity,rect,css,pandas",1,"['unity', 'unreal engine']","['unreal engine', 'unity', 'rect', 'css', 'pandas']"
"this task involves testing a mobile development app skills needed rect ntive,kotlin,swift,java",mobile development,"rct ntiv,kotlin,swift,java",2b98a3b0-0ff2-7496-5fef-014e985a66bb,"java,kotlin,scikitlern",1,"['rct ntiv', 'kotlin', 'swift', 'java']","['java', 'kotlin', 'scikitlern']"
"this tsk involves testing cybersecurity pp skills needed networking,siem,firewlls",cybersecurity,"networking,siem,firewlls",d4d212e1-cf64-d7e4-cb85-fb109f9fea74,"siem,firewalls,fluttr,jv",1,"['networking', 'siem', 'firewlls']","['siem', 'firewalls', 'fluttr', 'jv']"
"this tsk involves developing web development pp skills needed nodejs,css,html",web development,"nodejs,css,html",f2d42e40-b338-e24f-35f2-09616d46a7d3,"c,unity,encryption,firewlls,kubernetes",0,"['nodejs', 'css', 'html']","['c', 'unity', 'encryption', 'firewlls', 'kubernetes']"
"this task involves designing a data science app skills needed sql,python,numpy",data science,"sql,python,numpy",60f296a2-3ad9-e1ba-0d73-c85e9e08348a,"numpy,python,rect ntive",1,"['sql', 'python', 'numpy']","['numpy', 'python', 'rect ntive']"
"this task involves testing a devops app skills needed kubernetes,cicd,aws,terrform",devops,"kubernetes,cicd,aws,trrform",55f88f3d-9faa-2028-cfa9-3c92f5de7933,"javascript,swift,numpy,react",0,"['kubernetes', 'cicd', 'aws', 'trrform']","['javascript', 'swift', 'numpy', 'react']"
"this task involves developing a data science app skills needed pandas,numpy",data science,"pandas,numpy",0b50566f-c27f-ab57-1c7a-5d3bd9fdfd90,"pandas,numpy,docker,react,javascript",1,"['pandas', 'numpy']","['pandas', 'numpy', 'docker', 'react', 'javascript']"
"this task involves designing a data science app skills needed python,sql,pandas,scikitlearn",data science,"python,sql,pandas,scikitlarn",c8f2b158-1028-29dc-a580-4c10f61da33d,"java,c,kotlin,siem,terraform",0,"['python', 'sql', 'pandas', 'scikitlarn']","['java', 'c', 'kotlin', 'siem', 'terraform']"
"this task involves designing a cybersecurity app skills needed firewlls,encryption,networking",cybersecurity,"firwlls,encryption,networking",6a75edff-f596-b856-69d4-101ecee7c9a0,"numpy,unrl engin,javascript,blender,react native",0,"['firwlls', 'encryption', 'networking']","['numpy', 'unrl engin', 'javascript', 'blender', 'react native']"
"this task involves developing a game development app skills needed c,c,unreal engine",gme development,"c,c,unreal engine",30d7ef72-923a-96fc-9309-0be55ea4aa68,"c,c,sql,numpy,encryption",1,"['c', 'c', 'unreal engine']","['c', 'c', 'sql', 'numpy', 'encryption']"
"this task involves testing a mobile development app skills needed swift,kotlin,flutter,rect ntive",mobile development,"swift,kotlin,fluttr,rect ntive",44baa3bc-edf6-fb35-c09c-685ac8bd44b4,"swift,flutter,nodejs",1,"['swift', 'kotlin', 'fluttr', 'rect ntive']","['swift', 'flutter', 'nodejs']"
"this task involves improving a cybersecurity app skills needed penetration testing,siem",cybersecurity,"pntration tsting,siem",c99e129d-5572-88a5-9485-b484807ada41,"penetration testing,siem,unreal engine,scikitlearn,firewalls",1,"['pntration tsting', 'siem']","['penetration testing', 'siem', 'unreal engine', 'scikitlearn', 'firewalls']"
"this task involves developing a web development app skills needed jvscript,nodejs,react",web development,"jvscript,nodejs,react",34b88dac-b85c-94d4-0091-2973cd5ef1db,"unreal engine,networking,blender,flutter,python",0,"['jvscript', 'nodejs', 'react']","['unreal engine', 'networking', 'blender', 'flutter', 'python']"
"this task involves improving a devops app skills needed docker,kubernetes,cicd,ws",devops,"docker,kubernetes,cicd,ws",c0ef6bb0-b094-cbeb-bea9-8112aa03a7cc,"cicd,docker,blndr,encryption",1,"['docker', 'kubernetes', 'cicd', 'ws']","['cicd', 'docker', 'blndr', 'encryption']"
"this task involves designing a data science app skills needed scikitlern,sql,numpy,pnds",data science,"scikitlrn,sql,numpy,pnds",5c518edb-8af9-8730-81f2-dd936f9a8f4d,"terraform,blender,kubernetes,firwalls",0,"['scikitlrn', 'sql', 'numpy', 'pnds']","['terraform', 'blender', 'kubernetes', 'firwalls']"
"this task involves improving a game development app skills needed unrel engine,c",game development,"unrel engine,c",c9fcd389-94eb-2913-04e9-361e46f3b1d9,"kubernetes,css,react native,python,jv",0,"['unrel engine', 'c']","['kubernetes', 'css', 'react native', 'python', 'jv']"
"this task involves designing a mobile development app skills needed flutter,kotlin,java",mobile development,"flutter,kotlin,java",a15b8615-d1c2-07a3-fbc8-52b73255e191,"html,sql,unity,kubrnts",0,"['flutter', 'kotlin', 'java']","['html', 'sql', 'unity', 'kubrnts']"
"this tsk involves testing dt science pp skills needed numpy,sql,python,scikitlern",data science,"numpy,sql,python,scikitlarn",40ba8411-1fd5-0623-cc24-be4170e4c1e9,"sql,numpy,networking,nodejs",1,"['numpy', 'sql', 'python', 'scikitlarn']","['sql', 'numpy', 'networking', 'nodejs']"
"this task involves designing a web development app skills needed jvscript,react,html",web development,"jvscript,react,html",295d3fb6-f11b-ca2e-24bb-474184652d16,"jvscript,html,nodjs",1,"['jvscript', 'react', 'html']","['jvscript', 'html', 'nodjs']"
"this task involves testing a devops app skills needed kubernetes,aws,terraform,docker",devops,"kubernetes,aws,terraform,docker",bd9d6095-9b4b-8ae1-d5f1-456a64e89e1e,"kubernetes,aws,pandas,kotlin,penetration testing",1,"['kubernetes', 'aws', 'terraform', 'docker']","['kubernetes', 'aws', 'pandas', 'kotlin', 'penetration testing']"
"this task involves designing a devops app skills needed cicd,kubernetes",devops,"cicd,kubernetes",eb0b2599-cc97-c3a5-1f65-6a2dd7a17566,"kubernetes,cicd,encryption",1,"['cicd', 'kubernetes']","['kubernetes', 'cicd', 'encryption']"
"this tsk involves developing web development pp skills needed html,rect,css,nodejs",web development,"html,rect,css,nodejs",fd2f947f-5531-d39a-da94-4172a7dce9fd,"react native,encryption,blndr,docker,unity",0,"['html', 'rect', 'css', 'nodejs']","['react native', 'encryption', 'blndr', 'docker', 'unity']"
"this task involves improving a cybersecurity app skills needed penetrtion testing,networking",cybersecurity,"penetrtion testing,networking",98af5b14-ee17-b99b-6aae-0cee52bc44bd,"react,kotlin,kubrnts,flutter",0,"['penetrtion testing', 'networking']","['react', 'kotlin', 'kubrnts', 'flutter']"
"this task involves designing a data science app skills needed pandas,numpy",data science,"pandas,numpy",a29a7894-95a7-ff39-363e-8e6abb6cbb72,"flutter,sql,nodjs",0,"['pandas', 'numpy']","['flutter', 'sql', 'nodjs']"
"this task involves improving a cybersecurity app skills needed networking,penetration testing,encryption",cybersecurity,"networking,pntration tsting,encryption",2431d9c1-fc24-d679-cc7e-5ac9f41fed5a,"html,rct,css,ws,numpy",0,"['networking', 'pntration tsting', 'encryption']","['html', 'rct', 'css', 'ws', 'numpy']"
"this task involves designing a mobile development app skills needed flutter,java,react native",mobile development,"fluttr,java,react native",0955adfd-26a2-8c1d-b77c-ee3c698a99f3,"react,kotlin,numpy,pandas",0,"['fluttr', 'java', 'react native']","['react', 'kotlin', 'numpy', 'pandas']"
"this task involves designing a devops app skills needed cicd,docker,terraform,ws",devops,"cicd,dockr,terraform,ws",cb7fd31c-08ff-cfc4-6b68-9ccc46e79adc,"terrform,cicd,numpy,unity",1,"['cicd', 'dockr', 'terraform', 'ws']","['terrform', 'cicd', 'numpy', 'unity']"
"this tsk involves improving mobile development pp skills needed react native,flutter",mobile development,"react native,flutter",1f39a2fa-7d84-9922-f940-f8ae750d4115,"react native,fluttr,cicd,python",1,"['react native', 'flutter']","['react native', 'fluttr', 'cicd', 'python']"
"this task involves developing a web development app skills needed html,nodejs",web development,"html,nodjs",ff14d539-714e-81b1-409e-151641ec21ba,"html,nodjs,terraform,c",1,"['html', 'nodjs']","['html', 'nodjs', 'terraform', 'c']"
"this tsk involves improving mobile development pp skills needed flutter,kotlin",mobile development,"flutter,kotlin",945a4465-e991-8a6f-a6b0-e31aff1d2d60,"react native,numpy,unreal engine,kubrnts",0,"['flutter', 'kotlin']","['react native', 'numpy', 'unreal engine', 'kubrnts']"
"this task involves designing a mobile development app skills needed swift,kotlin,java,flutter",mobile development,"swift,kotlin,java,flutter",d58033a8-8d09-cd93-9429-7910794d5e15,"python,unreal engine,sql",0,"['swift', 'kotlin', 'java', 'flutter']","['python', 'unreal engine', 'sql']"
"this task involves testing a data science app skills needed python,sql",data science,"python,sql",b566f6d8-2907-2150-fe5d-7aaa63a9b427,"python,sql,jv,pandas,fluttr",1,"['python', 'sql']","['python', 'sql', 'jv', 'pandas', 'fluttr']"
"this task involves testing a data science app skills needed sql,pandas,scikitlern,numpy",data science,"sql,pandas,scikitlrn,numpy",89a874a7-ab19-48e4-be29-7e4d7b7a6ad8,"pnds,scikitlarn,encryption,unreal engine,terraform",1,"['sql', 'pandas', 'scikitlrn', 'numpy']","['pnds', 'scikitlarn', 'encryption', 'unreal engine', 'terraform']"
"this task involves testing a game development app skills needed c,unrel engine,unity",game development,"c,unrel engine,unity",4f71ae0b-c031-67b6-f817-2f4a1a0c1655,"sql,kotlin,nodejs",0,"['c', 'unrel engine', 'unity']","['sql', 'kotlin', 'nodejs']"
"this tsk involves developing mobile development pp skills needed swift,jv",mobile development,"swift,java",6ab1f5d9-d241-9490-dbc2-403aef57ceb0,"jv,swift,rect ntive,html",1,"['swift', 'java']","['jv', 'swift', 'rect ntive', 'html']"
"this task involves improving a devops app skills needed cicd,ws,docker",devops,"cicd,ws,docker",a4f5c2f8-e7df-1911-238c-f43ca20b40e4,"docker,cicd,unreal engine,terraform",1,"['cicd', 'ws', 'docker']","['docker', 'cicd', 'unreal engine', 'terraform']"
"this task involves improving a mobile development app skills needed java,swift",mobile development,"java,swift",b298e8a3-23af-2d4d-b408-4f5c75589137,"swift,java,fluttr,c",1,"['java', 'swift']","['swift', 'java', 'fluttr', 'c']"
"this task involves designing a data science app skills needed sql,pnds",dt science,"sql,pnds",ab8d06d2-0202-f451-bd89-16b335de56e7,"sql,pnds,pntration tsting,unrel engine,flutter",1,"['sql', 'pnds']","['sql', 'pnds', 'pntration tsting', 'unrel engine', 'flutter']"
"this task involves designing a data science app skills needed numpy,pnds,sql",dt science,"numpy,pnds,sql",5e14c48f-9d5a-7d3f-3449-d0c5bd1c9a04,"pnds,numpy,blender",1,"['numpy', 'pnds', 'sql']","['pnds', 'numpy', 'blender']"
"this tsk involves testing gme development pp skills needed unity,c,blender",game development,"unity,c,blndr",c18d3e12-4076-1846-673f-0f9c877edb42,"c,blender,jv",1,"['unity', 'c', 'blndr']","['c', 'blender', 'jv']"
"this task involves designing a web development app skills needed nodejs,javascript,rect",web development,"nodejs,javascript,rect",1362107e-42ff-45cf-9181-6bd69c367c08,"javascript,rect,terraform,nodejs",1,"['nodejs', 'javascript', 'rect']","['javascript', 'rect', 'terraform', 'nodejs']"
"this task involves designing a game development app skills needed unity,c",game development,"unity,c",536ff2a3-e01d-cb3b-c45a-01f83457db1d,"html,penetration testing,kubernetes",0,"['unity', 'c']","['html', 'penetration testing', 'kubernetes']"
"this task involves improving a devops app skills needed docker,aws,cicd,kubernetes",devops,"docker,aws,cicd,kubernetes",b0a3f32a-d572-e521-8b7c-443207ed724d,"c,c,react,scikitlearn,react native",0,"['docker', 'aws', 'cicd', 'kubernetes']","['c', 'c', 'react', 'scikitlearn', 'react native']"
"this tsk involves testing dt science pp skills needed scikitlern,python,pnds,sql",dt science,"scikitlarn,python,pnds,sql",ecca185e-5919-d4b6-15b6-636b1caa521f,"ntworking,swift,c",0,"['scikitlarn', 'python', 'pnds', 'sql']","['ntworking', 'swift', 'c']"
"this task involves improving a game development app skills needed unity,c,blender,c",game development,"unity,c,blender,c",f5ad8120-c965-a0b7-cf6e-3161ac8f0418,"javascript,react native,encryption",0,"['unity', 'c', 'blender', 'c']","['javascript', 'react native', 'encryption']"
"this task involves developing a game development app skills needed unity,blender",game development,"unity,blender",4d90f511-d5bc-4415-da95-e87f11434b16,"python,react,aws,pandas,numpy",0,"['unity', 'blender']","['python', 'react', 'aws', 'pandas', 'numpy']"
"this task involves improving a data science app skills needed sql,pandas,numpy,python",data science,"sql,pandas,numpy,python",86d1f92a-fa8c-7361-de65-38a9510f74be,"python,sql,scikitlarn,html,rct",1,"['sql', 'pandas', 'numpy', 'python']","['python', 'sql', 'scikitlarn', 'html', 'rct']"
"this tsk involves improving cybersecurity pp skills needed encryption,networking,firewlls,penetration testing",cybersecurity,"encryption,networking,firewalls,pntration tsting",2873bb5b-2585-9dc1-59a6-8355455307d0,"penetrtion testing,firewlls,jv",1,"['encryption', 'networking', 'firewalls', 'pntration tsting']","['penetrtion testing', 'firewlls', 'jv']"
"this tsk involves improving web development pp skills needed html,css",web development,"html,css",32ae0eff-7b37-65ac-4540-b1ef11fb8c27,"css,html,networking",1,"['html', 'css']","['css', 'html', 'networking']"
"this task involves testing a devops app skills needed docker,terraform,kubernetes",devops,"dockr,terraform,kubernetes",57edb001-14cd-bc19-17c9-e7b24b5bce12,"css,encryption,sql",0,"['dockr', 'terraform', 'kubernetes']","['css', 'encryption', 'sql']"
"this task involves improving a data science app skills needed numpy,pandas,scikitlearn",data science,"numpy,pandas,scikitlearn",dd3b02c2-c12f-f642-57fd-3e03a925c663,"numpy,pandas,html,kotlin,java",1,"['numpy', 'pandas', 'scikitlearn']","['numpy', 'pandas', 'html', 'kotlin', 'java']"
"this task involves designing a devops app skills needed cicd,terraform,docker,aws",devops,"cicd,terraform,dockr,aws",6baf7557-af43-8f18-0373-39fb5b3bca51,"cicd,dockr,penetration testing,swift,numpy",1,"['cicd', 'terraform', 'dockr', 'aws']","['cicd', 'dockr', 'penetration testing', 'swift', 'numpy']"
"this task involves improving a game development app skills needed blender,unrel engine,unity,c",gme development,"blndr,unrel engine,unity,c",7ee5ae35-e4df-b1b4-66b1-e4d7c313af37,"unrel engine,blender,firewalls,terraform,rect ntive",1,"['blndr', 'unrel engine', 'unity', 'c']","['unrel engine', 'blender', 'firewalls', 'terraform', 'rect ntive']"
"this task involves developing a game development app skills needed unity,unreal engine",game development,"unity,unral engin",73be126e-c5a1-0e3a-087c-d3cb028d0889,"unity,unrel engine,pnds,cicd,flutter",1,"['unity', 'unral engin']","['unity', 'unrel engine', 'pnds', 'cicd', 'flutter']"
"this tsk involves testing gme development pp skills needed c,unity",game development,"c,unity",55bf9959-d2d7-dbcd-9db2-7d29d3f91d37,"c,unity,siem",1,"['c', 'unity']","['c', 'unity', 'siem']"
"this task involves testing a mobile development app skills needed swift,kotlin,flutter",mobile development,"swift,kotlin,fluttr",58aacf08-1d90-d7e2-add4-edcaafaf590e,"swift,flutter,kubernetes,cicd,ntworking",1,"['swift', 'kotlin', 'fluttr']","['swift', 'flutter', 'kubernetes', 'cicd', 'ntworking']"
"this tsk involves developing web development pp skills needed css,rect,jvscript,html",web development,"css,rect,jvscript,html",10df9bf1-77bc-8fec-0e3f-1f607561ca1c,"sql,cicd,encryption,scikitlearn",0,"['css', 'rect', 'jvscript', 'html']","['sql', 'cicd', 'encryption', 'scikitlearn']"
"this task involves improving a game development app skills needed blender,unreal engine",gme development,"blndr,unreal engine",c7189dd2-05f9-a702-6c5d-a93b198381b2,"c,cicd,nodejs,swift,c",0,"['blndr', 'unreal engine']","['c', 'cicd', 'nodejs', 'swift', 'c']"
"this tsk involves improving mobile development pp skills needed flutter,kotlin,jv,rect ntive",mobile development,"flutter,kotlin,java,react native",eb568dc4-900d-e4f7-0d3c-29a05eac0460,"react native,kotlin,networking",1,"['flutter', 'kotlin', 'java', 'react native']","['react native', 'kotlin', 'networking']"
"this task involves improving a data science app skills needed pandas,sql",data science,"pandas,sql",363707a2-61e9-be1b-54b2-79d4be8883a3,"sql,pandas,swift,firwalls,react native",1,"['pandas', 'sql']","['sql', 'pandas', 'swift', 'firwalls', 'react native']"
"this task involves designing a web development app skills needed nodejs,html,javascript",web development,"nodejs,html,javascript",49d52cd7-8d18-9196-8220-27cd2064d973,"siem,docker,networking,unrel engine,kubernetes",0,"['nodejs', 'html', 'javascript']","['siem', 'docker', 'networking', 'unrel engine', 'kubernetes']"
